00:04:39.351 [main] INFO  c.b.launchers.LaunchMavenCommand - Executing maven archetype command - browserstack-sdk-archetype-integrate
00:08:55.470 [Worker-69: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:09:49.238 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:09:49.238 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:09:49.238 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
00:09:49.240 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:09:49.240 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:09:49.240 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
00:13:15.421 [Worker-70: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:13:15.424 [Worker-70: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:13:15.425 [Worker-70: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:13:15.429 [Worker-70: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:13:47.178 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:13:47.179 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:13:47.180 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
00:13:47.181 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:13:47.181 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:13:47.182 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
00:14:21.447 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:14:21.447 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:14:21.448 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
00:14:21.448 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:14:21.448 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:14:21.449 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
00:14:25.809 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:14:25.809 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:14:25.810 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
00:14:25.810 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:14:25.810 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:14:25.811 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
00:14:36.250 [Worker-75: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:14:36.251 [Worker-75: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:14:36.251 [Worker-75: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:14:36.254 [Worker-75: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:15:20.091 [Worker-48: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:15:20.094 [Worker-48: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:15:20.095 [Worker-48: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:15:20.102 [Worker-48: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:16:41.259 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:16:41.259 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:16:41.260 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
00:16:41.260 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:16:41.260 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:16:41.261 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
00:16:54.310 [Worker-73: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:16:54.312 [Worker-73: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:16:54.313 [Worker-73: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:16:54.317 [Worker-73: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:20:13.883 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:20:13.883 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:20:13.884 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/testng-browserstack-master
00:20:13.885 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:20:13.885 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:20:13.886 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/testng-browserstack-master
00:20:18.425 [Worker-62: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:20:18.427 [Worker-62: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:20:18.428 [Worker-62: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:20:18.432 [Worker-62: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:23:17.463 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:23:17.463 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:23:17.464 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
00:23:17.464 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:23:17.464 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:23:17.465 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
00:23:41.697 [Worker-78: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:23:41.700 [Worker-78: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:23:41.701 [Worker-78: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:23:41.707 [Worker-78: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:24:28.200 [Worker-85: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:24:28.204 [Worker-85: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:24:28.205 [Worker-85: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:42:48.378 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:42:48.378 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:42:48.379 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
00:42:48.380 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:42:48.380 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:42:48.381 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
00:42:53.314 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
00:42:53.315 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:42:53.317 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
00:42:53.318 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
00:42:53.318 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:42:53.319 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
00:48:05.810 [Worker-89: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:48:05.812 [Worker-89: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:48:05.812 [Worker-89: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:48:05.815 [Worker-89: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:48:05.816 [Worker-89: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
00:49:35.996 [Worker-95: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
00:49:35.998 [Worker-95: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
00:49:35.999 [Worker-95: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
00:49:36.005 [Worker-95: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:06:30.734 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
01:06:30.734 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:06:30.736 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
01:06:30.736 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
01:06:30.737 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:06:30.738 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
01:08:17.543 [Worker-97: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:08:17.547 [Worker-97: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:08:17.548 [Worker-97: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:08:17.553 [Worker-97: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:14:08.201 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
01:14:08.201 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:14:08.202 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
01:14:08.203 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
01:14:08.203 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:14:08.204 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
01:15:05.786 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
01:15:05.786 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:15:05.787 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
01:15:05.788 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
01:15:05.788 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:15:05.789 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
01:15:12.614 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
01:15:12.615 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:15:12.617 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
01:15:12.618 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
01:15:12.619 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:15:12.621 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
01:15:37.541 [Worker-97: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:15:37.544 [Worker-97: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:15:37.545 [Worker-97: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:15:37.549 [Worker-97: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:17:00.272 [Worker-92: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:17:00.274 [Worker-92: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:17:00.275 [Worker-92: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:17:00.278 [Worker-92: Launching Browserstack_testng.xml] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:19:12.561 [Worker-101: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:19:12.564 [Worker-101: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:19:12.564 [Worker-101: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:19:12.569 [Worker-101: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:20:50.779 [Worker-97: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:20:50.818 [Worker-97: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:20:50.820 [Worker-97: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:20:50.825 [Worker-97: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:25:45.078 [Worker-110: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:25:45.080 [Worker-110: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:25:45.081 [Worker-110: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:25:45.084 [Worker-110: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:27:43.626 [Worker-113: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:27:43.629 [Worker-113: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:27:43.630 [Worker-113: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:27:43.635 [Worker-113: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:29:18.942 [Worker-112: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:29:18.944 [Worker-112: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:29:18.945 [Worker-112: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:29:18.951 [Worker-112: Launching BStackDemoTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:36:26.532 [Worker-105: Launching TestBrowserstack.testBrowserStack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:36:26.533 [Worker-105: Launching TestBrowserstack.testBrowserStack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:36:26.533 [Worker-105: Launching TestBrowserstack.testBrowserStack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:36:26.538 [Worker-105: Launching TestBrowserstack.testBrowserStack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:42:40.841 [Worker-105: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
01:42:40.844 [Worker-105: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
01:42:40.845 [Worker-105: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
01:42:40.850 [Worker-105: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
01:43:54.600 [Framework stop - Equinox Container: 373b22f0-9ce1-4679-98f9-c7f5cddca666] INFO  c.b.BrowserStackPluginActivator - Stopping BrowserStack Plugin...
08:58:58.267 [main] INFO  c.b.launchers.LaunchMavenCommand - Executing maven archetype command - browserstack-sdk-archetype-integrate
08:58:58.283 [main] INFO  c.b.launchers.LaunchMavenCommand - The maven properties for launcher are [archetypeVersion=1.5, archetypeGroupId=com.browserstack, archetypeArtifactId=browserstack-sdk-archetype-integrate, BROWSERSTACK_ACCESS_KEY=YpkcjzmELw4TqeFFpk23, groupId=com.browserstack, artifactId=java-archetype-integrate, BROWSERSTACK_USERNAME=hemach_6bkmpf, BROWSERSTACK_FRAMEWORK=testng, BUILD_NAME=browserstack build, version=1.0, PROJECT_NAME=BrowserStack Sample, BROWSERSTACK_SOURCE=testng:eclipse:v1.0.8]
08:58:58.283 [Worker-11: Launching mavenrun-99206f28-dc7f-4483-ae67-89697b3f5030] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
09:00:06.977 [Worker-19: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
09:00:06.979 [Worker-19: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
09:00:06.982 [Worker-19: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
09:00:06.982 [Worker-19: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
09:05:50.152 [Worker-33: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
09:05:50.153 [Worker-33: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
09:05:50.155 [Worker-33: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
09:05:50.156 [Worker-33: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
09:10:41.455 [Worker-19: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
09:10:41.457 [Worker-19: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
09:10:41.459 [Worker-19: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
09:10:41.460 [Worker-19: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
09:23:47.179 [Worker-37: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
09:23:47.180 [Worker-37: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
09:23:47.181 [Worker-37: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
09:23:47.181 [Worker-37: Launching TestBrowserstack] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.8}
09:35:20.848 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
09:35:20.848 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
09:35:20.849 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Browserstack
09:35:20.849 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
09:35:20.849 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
09:35:20.850 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Browserstack
09:38:45.763 [Worker-30: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
09:38:45.764 [Worker-30: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
09:38:45.766 [Worker-30: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
09:38:45.767 [Worker-30: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {}
09:39:53.225 [Worker-30: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
09:39:53.227 [Worker-30: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
09:39:53.243 [Worker-30: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
09:39:53.244 [Worker-30: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {}
09:54:36.065 [Worker-56: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
09:54:36.066 [Worker-56: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
09:54:36.068 [Worker-56: Launching MobileTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
